TYPE;FAILURECODE;DESCRIPTION
CAUSE;INSTRUFALLA;INSTRUMENTACION FALLADA
CAUSE;CABLESUELTO;CABLE DE PUESTA A TIERRA SUELTO
CAUSE;DANOMECAMOTO;DANO MECANICO EN EL MOTOR DIESEL
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
REMEDY;REVISAR;REVISAR
CAUSE;SUCIEDAD;SUCIEDAD O CONTAMINACION EN EL EQUIPO
CAUSE;RADIADORROTO;RADIADOR ROTO
REMEDY;CAMBIAR;CAMBIAR
CAUSE;FATIGAMATE;DANO POR RUPTURA O FATIGA MATERIALES
CAUSE;FALLAPISTON;FALLA PISTONES POR FATIGA
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
PROBLEM;FALLAGENER;FALLA GENERADOR
REMEDY;REVISAR;REVISAR
PROBLEM;SISTEMAMEDIC;FALLA SISTEMA DE MEDICION
CAUSE;DESBALAN;DESBALANCEADO
REMEDY;REPARAR;REPARAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;CARASELL;CARAS SELLO DAÑADAS
REMEDY;REPARAR;REPARAR
CAUSE;FALL.MECA;FALLA MECANICA
CAUSE;FILT.SUCIO;FILTRO SUCIO
CAUSE;FUGA;FUGA
REMEDY;REPARAR;REPARAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;EQUIPOS;FALLA DE EQUIPOS DE CONTROL/ALIVIO
CAUSE;TERCEROS;DANOS CAUSADOS POR TERCEROS (INCLUYE VANDALISMO)
REMEDY;REPARAR;REPARAR
CAUSE;CORRINT;CORROSION INTERNA
REMEDY;REPARAR;REPARAR
REMEDY;REPARAR;REPARAR
CAUSE;TERCEROS;DANOS CAUSADOS POR TERCEROS (INCLUYE VANDALISMO)
CAUSE;CABLESUELTO;CABLE DE PUESTA A TIERRA SUELTO
CAUSE;GPRS;GPRS FALLADA O SENAL MALA
CAUSE;HUM.SUC;ACUMULACION DE HUMEDAD O SUCIEDAD EN COMPONENTES
REMEDY;LIMPIAR;LIMPIAR
REMEDY;REVISAR;REVISAR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;CONECTOR;CONECTOR DANADO
CAUSE;TERMI.OUTDOOR;DANO EN TERMINAL OUTDOOR
REMEDY;PODAR;PODAR
PROBLEM;TARJETAPPAL;TARJETA PRINCIPAL
CAUSE;PERDI.CONFIG;PERDIDAD DE CONFIGURACION
CAUSE;MODUPOTEN;DANO MODULO DE POTENCIA
REMEDY;REPARAR;REPARAR
CAUSE;PERDIDATOS;PERDIDAD DE DATOS
CAUSE;PROTECTOR;DANO PROTECTOR
CAUSE;PROTECTOR;DANO PROTECTOR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CONFIGURAR;CONFIGURAR
CAUSE;CONEXION;CONEXION PUESTA A TIERRA
REMEDY;CAMBIAR;CAMBIAR
CAUSE;DANSOLDADU;PROBLEMA EN SOLDADURA DE CONTACTO
REMEDY;REPARAR;REPARAR
CAUSE;FALL.MECA;FALLA MECANICA
REMEDY;CAMBIAR;CAMBIAR
FAILURECLASS;UPS;UPS
PROBLEM;TARJETAPPAL;TARJETA PRINCIPAL
CAUSE;PROTECTOR;DANO PROTECTOR
REMEDY;REPARAR;REPARAR
CAUSE;DANOTOTAL;DANO TOTAL
REMEDY;CAMBIAR;CAMBIAR
CAUSE;LATEN.LINEA;LATENCIA EN LA LINEA
CAUSE;PERDI.CONFIG;PERDIDAD DE CONFIGURACION
CAUSE;DANO.CPU;DANO EN UNIDAD CENTRAL DE PROCESAMIENTO
REMEDY;RESET_LOCAL;REINICIO LOCAL
REMEDY;AJUSTAR;AJUSTAR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CARGAR;CARGAR
REMEDY;AJUSTAR;AJUSTAR
REMEDY;RESET_REMOTO;REINICIO REMOTO
REMEDY;CAMBIAR;CAMBIAR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;AJUSTAR;AJUSTAR
REMEDY;CORREGIR;CORREGIR
CAUSE;DANO.VALVU;DANO DE VALVULAS
CAUSE;UNIONPOLARES;APERTURAS DE UNIONES POLARES
REMEDY;CAMBIAR;CAMBIAR
CAUSE;CIRCUDISPA;DANO EN EL CIRCUITO DE CONTROL DE DISPARO
REMEDY;CORREGIR;CORREGIR
PROBLEM;VOLTATECHOPOSI;VOLTAJE DE TECHO POSITIVO DURANTE FALLAS
CAUSE;CIRCUDISPA;DANO EN EL CIRCUITO DE CONTROL DE DISPARO
CAUSE;CONTROL;DANO CONTROL
CAUSE;CONTAMIN;ELEMENTOS EXTRANOS O CONTAMINANTES EN EL FLUIDO
REMEDY;CORREGIR;CORREGIR
REMEDY;CORREGIR;CORREGIR
REMEDY;CALIBRAR;CALIBRAR
CAUSE;DANOTARJCONT;DANO EN LA TARJETA DE CONTROL
FAILURECLASS;TABLEROCONTROL;TABLERO DE CONTROL
REMEDY;REPARAR;REPARAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;DESGASTE;DESGASTE DEL MATERIAL
REMEDY;REPARAR;REPARAR
PROBLEM;CIRCUABIERT;NO SE DETECTA CORRIENTE EXITACION POR CIRCUITO ABIERTO
REMEDY;REPARAR;REPARAR
CAUSE;DESGASTE;DESGASTE DEL MATERIAL
REMEDY;REPARAR;REPARAR
CAUSE;REIN.CONT;REINICIO DE CONTROLADOR OCASIONA DISPARO DE UNIDAD
REMEDY;PARAMETRIZAR;PARAMETRIZAR
CAUSE;DANOINSTRUMEN;DANO DE INSTRUMENTOS
PROBLEM;NOSOPORPESO;NO SOPORTA EL PESO EL ROTOR LOS EJES Y LA TURBINA
REMEDY;REPARAR;REPARAR
REMEDY;CAMBIAR;CAMBIAR
REMEDY;REPARAR;REPARAR
REMEDY;CAMBIAR;CAMBIAR
CAUSE;FUGAGU;FUGA DE AGUA
CAUSE;OPERETARD;OPERACION RETARDADA (DISCREPANCIA EN CONTACTOS)
REMEDY;CAMBIAR;CAMBIAR
REMEDY;AJUSTAR;AJUSTAR
CAUSE;SEAL.TIERPERD;SENAL DE TIERRA DE REFERENCIA PERDIDA
FAILURECLASS;RADIADOR;RADIADOR
REMEDY;RETROLAVAR;REALIZAR RETROLAVADO
REMEDY;RETROLAVAR;REALIZAR RETROLAVADO
CAUSE;AFLOJAM.DESGAS;AFLOJAMIENTO DESGASTE DE JUNTAS
CAUSE;FALLA.ELECTROV;FALLA ELECTROVALVULAS
